day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes
-1.6727957877686686,-1.3501675081840732,0.0,-0.8706546931179822,-0.34067322503391245,0.8932768965850293,-0.38165690597236956,-0.8479270196499679,-0.9121201723424198,-0.8794014391831437,-0.8303557302688325,-0.9360115455044519,-0.8801586304586865,1
-1.5594728503759205,-1.3501675081840732,0.0,-0.8706546931179822,-0.07035944974169782,-0.8888765177841181,0.26864199692229906,-0.9387086049232766,-0.8555202740075863,-0.8794014391831437,-0.9027202643233427,-0.9007980816764884,-0.8936262047425136,1
-1.4461499129831727,-1.3501675081840732,0.0,-1.6992542639835284,1.348787870542429,2.318999628080347,6.171355115504675,-2.146802008945003,-0.9848914702014915,-0.8899128337724415,-1.0715708437838667,-0.9853103948636008,-0.9340289275939956,1
-1.332826975590425,-1.3501675081840732,0.0,-1.9754541209387104,1.8218369773038048,-0.8888765177841181,0.8689179072866086,-3.438693799372861,-1.0819198673469204,-0.8941173916081605,-1.143935377838377,-1.055737322519528,-0.9474965018778227,1
-1.2195040381976772,-1.3501675081840732,0.0,-1.4230544070283464,1.0108956514271608,0.18041553083737033,-0.38165690597236956,-0.9107758094545668,-0.9444629713908962,-0.7406510306044145,-0.8544772416203358,-0.9007980816764884,-0.8801586304586865,1
-1.1061811008049294,-1.3501675081840732,0.0,-0.31825497920761797,0.3351112131966241,-0.5324458349102886,-0.38165690597236956,0.3322335889030474,-0.7180633780515623,-0.5724687171756515,-0.39616852594177054,-0.6824746059431148,-0.6108071447821412,0
-0.9928581634121815,-1.3501675081840732,0.0,0.2341447347027462,-0.5434085565030734,-0.8888765177841181,-0.38165690597236956,0.7232927254649941,-0.3865496878046802,-0.39797956699331005,0.3998413486578428,-0.4078095880849995,0.022168846557740252,0
-0.8795352260194337,-1.3501675081840732,0.0,-0.5944548361628,0.7405818761349461,-0.17601515203645915,-0.38165690597236956,0.6115615435901518,-0.2086642930380607,-0.23400181140026632,0.2068692578458152,-0.22469957617958936,0.008701272273912916,0
-0.7662122886266859,-1.3501675081840732,0.0,-1.9754541209387104,1.754258533480751,-0.8888765177841181,-0.2816109209116513,-1.7417764746487021,-0.5482636830470616,-0.22349041681096862,-1.0474493324323633,-0.4359803591473703,-0.907093779026341,1
-0.652889351233938,-1.3501675081840732,0.0,-1.1468545500731642,1.146052539073268,-1.2453072006579475,-0.38165690597236956,-0.32418710461164724,-0.4188924868531565,-0.06581949797150344,-0.8303557302688325,-0.2880838110699237,-0.8262883333233774,1
-0.5395664138411902,-1.3501675081840732,0.0,-0.31825497920761797,0.19995432555051681,-0.5324458349102886,-0.38165690597236956,0.4649143673794224,-0.17632149398958438,0.10236281545725943,-0.17907492377823966,-0.06271764257095724,-0.19331234198349603,0
-0.4262434764484424,-1.3501675081840732,0.0,-1.6992542639835284,1.2812094267193754,1.2497075794588588,-0.38165690597236956,0.42999837304353433,-0.0712073970820364,0.2516246186252865,0.013897167033787763,0.07109351997530394,0.008701272273912916,0
-0.31292053905569456,-1.3501675081840732,0.0,-1.4230544070283464,1.4839447581885363,1.9625689452065178,0.2186190043919399,-1.9442892417968527,-0.6452920801924905,-0.6817872209043474,-1.0233278210808598,-0.7036026842398929,-0.9205613533101682,1
-0.19959760166294674,-1.3501675081840732,0.0,-0.5944548361628,1.0784740952502143,1.6061382623326883,-0.13154194332057392,-1.315801343750868,-0.815091775196991,-0.8751968813474248,-0.9027202643233427,-0.8655846178485249,-0.8936262047425136,1
-0.0862746642701989,-1.3501675081840732,0.0,-1.1468545500731642,1.2136309828963217,0.5368462137111998,1.1690558624687633,-1.9861884349999184,-0.9444629713908962,-0.8836059970188629,-1.0474493324323633,-0.9641823165668227,-0.9340289275939956,1
0.027048273122548917,-1.3501675081840732,0.0,-0.8706546931179822,1.8218369773038048,-0.8888765177841181,-0.031495958259855704,-2.9149538843345404,-1.0495770682984442,-0.8794014391831437,-1.143935377838377,-1.0205238586915644,-0.9474965018778227,1
0.14037121051529675,-1.3501675081840732,0.0,-0.5944548361628,1.8218369773038048,0.18041553083737033,-0.08151895079021482,-2.831155497928409,-1.0980912668711584,-0.8751968813474248,-1.143935377838377,-1.0627800152851206,-0.9474965018778227,1
0.25369414790804456,-1.3501675081840732,0.0,-0.31825497920761797,1.0784740952502143,-0.5324458349102886,-0.2315879283812922,-1.4624485199615977,-1.033405668774206,-0.8709923235117056,-0.9750847983778529,-1.0064384731603788,-0.9205613533101682,1
0.3670170853007924,-1.3501675081840732,0.0,-0.31825497920761797,-0.4758301126800198,0.18041553083737033,-0.33163391344201043,0.14368721948925275,-0.8231774749591101,-0.7028100100829427,-0.5408975940507912,-0.8022003829581906,-0.758950461904241,1
0.4803400226935402,-1.3501675081840732,0.0,-0.5944548361628,1.2136309828963217,0.18041553083737033,-0.18156493585093303,-1.2599357528134472,-0.9121201723424198,-0.46945705020053424,-0.9268417756748462,-0.8162857684893761,-0.8936262047425136,1
0.593662960086288,-1.3501675081840732,0.0,-0.5944548361628,1.0784740952502143,-0.5324458349102886,-0.38165690597236956,0.22050240702820606,-0.6776348792409669,-0.3748544988968551,-0.5167760826992878,-0.583876907224817,-0.651209867633623,0
0.7069858974790358,-1.3501675081840732,0.0,-0.31825497920761797,0.3351112131966241,0.5368462137111998,-0.33163391344201043,0.0878216285518311,-0.6210349809061333,-0.20877446438595182,-0.5650191054022946,-0.49232190127211195,-0.6377422933497957,1
0.8203088348717837,-1.3501675081840732,0.0,-0.04205512225243589,-0.002781005918644156,0.8932768965850293,-0.33163391344201043,0.2484352024969169,-0.5240065837607045,-0.03638759312146982,-0.34792550323876376,-0.3655534314914433,-0.4357286790923868,0
0.9336317722645315,-1.3501675081840732,0.0,-0.04205512225243589,0.2675327693735705,0.5368462137111998,-0.38165690597236956,0.5626791515199093,-0.2814355908971324,0.13389699922515247,0.2068692578458152,-0.12610187746129156,0.06257156940922202,0
1.0469547096572793,-1.3501675081840732,0.0,-0.31825497920761797,0.13237588172746317,-0.17601515203645915,-0.38165690597236956,0.6185447424573299,-0.03886459803356022,0.30207931265391536,0.23099076919731876,0.11334967656886023,0.18377973796366745,0
1.1602776470500271,-1.3501675081840732,0.0,-0.31825497920761797,0.13237588172746317,0.8932768965850293,-0.38165690597236956,0.6255279413245072,0.25222059340272646,0.4702616260826782,0.4722058827123531,0.34575853783341937,0.48006637220786713,0
1.273600584442775,-1.3501675081840732,0.0,0.5103445916579282,-0.6109870003261271,0.8932768965850293,-0.38165690597236956,0.7791583164024147,0.5594771843632512,0.6489553341007388,1.0752436664999387,0.6415516339883126,1.0726396406962668,0
1.386923521835523,-1.3501675081840732,0.0,-0.04205512225243589,-0.4758301126800198,-0.5324458349102886,-0.38165690597236956,0.786141515269592,0.8748194750858949,0.8213422053652207,0.6892994848758839,0.9162166518464278,0.924496323574167,0
1.5002464592282707,-1.3501675081840732,0.0,-0.04205512225243589,-1.016457663264449,-0.8888765177841181,-0.2315879283812922,0.14368721948925275,0.30073479197544073,0.7351487697329799,-0.6132621281053015,0.5006977786764587,-0.4222611048085595,1
1.6135693966210185,-1.3501675081840732,0.0,0.2341447347027462,-0.8137223317952881,-0.5324458349102886,-0.38165690597236956,0.7582087198008821,0.6645912812707989,0.9117401988331808,0.5928134394698703,0.8176189531281302,0.7898205807358943,0
-1.6727957877686686,-0.45128886574919713,0.0,-0.8706546931179822,0.4026896570196778,1.2497075794588588,0.11857301933122169,-1.2529525539462696,-0.9848914702014915,-0.8583786500045484,-0.8785987529718392,-0.9712250093324154,-0.8936262047425136,1
-1.5594728503759205,-0.45128886574919713,0.0,-1.4230544070283464,0.8757387637810534,1.2497075794588588,0.2186190043919399,-1.5462469063677289,-0.9929771699636105,-0.864685486758127,-0.9509632870263496,-0.9782677020980081,-0.907093779026341,1
-1.4461499129831727,-0.45128886574919713,0.0,-0.04205512225243589,0.9433172076041071,1.6061382623326883,-0.031495958259855704,-1.0294901901965858,-0.9768057704393724,-0.8457649764973912,-0.8303557302688325,-0.9641823165668227,-0.8801586304586865,1
-1.332826975590425,-0.45128886574919713,0.0,0.2341447347027462,1.0784740952502143,0.5368462137111998,-0.38165690597236956,0.15765361722360718,-0.815091775196991,-0.6502530371364543,-0.4926545713477843,-0.7740296118958199,-0.7185477390527593,1
-1.2195040381976772,-0.45128886574919713,0.0,0.2341447347027462,0.2675327693735705,-0.5324458349102886,-0.38165690597236956,0.5626791515199093,-0.5725207823334189,-0.452638818857658,0.013897167033787763,-0.5345780578656681,-0.2875853619702868,0
-1.1061811008049294,-0.45128886574919713,0.0,-0.04205512225243589,0.0647974379044095,-0.5324458349102886,-0.38165690597236956,0.6394943390588625,-0.3056926901834895,-0.26133143733244024,0.2068692578458152,-0.29512650383551636,-0.03170145057756885,0
-0.9928581634121815,-0.45128886574919713,0.0,0.7865444486131103,0.13237588172746317,0.8932768965850293,-0.2816109209116513,0.15067041835642997,-0.4027210873289184,-0.18985395412521602,-0.4685330599962809,-0.3232972748978872,-0.5165341247953503,1
-0.8795352260194337,-0.45128886574919713,0.0,0.2341447347027462,0.4026896570196778,1.2497075794588588,-0.38165690597236956,0.5417295549183757,-0.17632149398958438,0.007760264153580314,0.303355303251829,-0.09088841363332806,0.12990944082835834,0
-0.7662122886266859,-0.45128886574919713,0.0,-0.04205512225243589,0.4026896570196778,-0.5324458349102886,0.31866498945265814,-0.78507822984537,-0.5644350825712998,-0.8457649764973912,-0.8785987529718392,-0.654303834880744,-0.8666910561748592,1
-0.652889351233938,-0.45128886574919713,0.0,0.2341447347027462,0.47026810084273146,-0.8888765177841181,-0.031495958259855704,-0.78507822984537,-0.701891978527324,-0.8436626975795316,-0.8785987529718392,-0.7669869191302271,-0.8801586304586865,1
-0.5395664138411902,-0.45128886574919713,0.0,0.2341447347027462,0.9433172076041071,-0.5324458349102886,-0.38165690597236956,0.22748560589538327,-0.5320922835228236,-0.6460484793007353,-0.5167760826992878,-0.6050049855215951,-0.651209867633623,1
-0.4262434764484424,-0.45128886574919713,0.0,-0.31825497920761797,0.8757387637810534,-0.8888765177841181,-0.33163391344201043,-0.19150632613527327,-0.5482636830470616,-0.4568433766933771,-0.7821127075658255,-0.5275353651000755,-0.8262883333233774,1
-0.31292053905569456,-0.45128886574919713,0.0,0.5103445916579282,1.2812094267193754,-0.17601515203645915,-0.38165690597236956,0.2763679979656267,-0.4027210873289184,-0.2571268794967211,-0.420290037293274,-0.351468045960258,-0.4895989762276958,1
-0.19959760166294674,-0.45128886574919713,0.0,0.5103445916579282,-0.07035944974169782,-0.8888765177841181,-0.08151895079021482,-0.27530471254140376,-0.5563493828091808,-0.5577527647506348,-0.8062342189173289,-0.583876907224817,-0.8397559076072046,1
-0.0862746642701989,-0.45128886574919713,0.0,-0.5944548361628,1.2136309828963217,1.2497075794588588,-0.18156493585093303,-1.1970869630088483,-0.7665775766242765,-0.6817872209043474,-0.8785987529718392,-0.7599442263646344,-0.8801586304586865,1
0.027048273122548917,-0.45128886574919713,0.0,-1.1468545500731642,0.9433172076041071,1.9625689452065178,-0.38165690597236956,-0.36608629781471347,-0.6210349809061333,-0.5030935128862869,-0.9750847983778529,-0.5909195999904097,-0.8936262047425136,1
0.14037121051529675,-0.45128886574919713,0.0,-0.8706546931179822,0.5378465446657851,-0.5324458349102886,-0.38165690597236956,0.3461999866374028,-0.42697818661527553,-0.32229752595036676,-0.37204701459026707,-0.3937242025538142,-0.46266382766004127,0
0.25369414790804456,-0.45128886574919713,0.0,-0.31825497920761797,0.4026896570196778,-0.5324458349102886,-0.38165690597236956,0.5277631571840212,-0.2086642930380607,-0.1330924233430085,-0.03434585566921915,-0.17540072682044053,-0.13944204484818695,0
0.3670170853007924,-0.45128886574919713,0.0,0.7865444486131103,-0.20551633738780514,0.5368462137111998,-0.38165690597236956,0.7163095265978159,-0.21674999280017973,0.07082863168936639,0.7134209962273874,0.10630698380326743,0.520469095059349,0
0.4803400226935402,-0.45128886574919713,0.0,0.2341447347027462,0.19995432555051681,-0.17601515203645915,-0.33163391344201043,0.2484352024969169,-0.19249289351382246,0.26634057105030334,-0.4685330599962809,-0.013418793211808397,-0.4087935305247322,0
0.593662960086288,-0.45128886574919713,0.0,0.2341447347027462,0.5378465446657851,0.5368462137111998,-0.38165690597236956,0.5277631571840212,0.3088204917375599,0.46395478932909967,0.11038321243980158,0.4021000799581607,0.23765003509897656,0
0.7069858974790358,-0.45128886574919713,0.0,-1.1468545500731642,1.146052539073268,0.8932768965850293,-0.33163391344201043,-0.3102207068772918,0.13902079673305928,0.6405462184293008,-0.7097481735113153,0.3528012305990119,-0.5704044219306594,1
0.8203088348717837,-0.45128886574919713,0.0,-1.4230544070283464,0.2675327693735705,2.318999628080347,-0.18156493585093303,-0.6733470479705277,-0.3380354892319658,0.4597502314933805,-0.7097481735113153,-0.09088841363332806,-0.6646774419174503,1
0.9336317722645315,-0.45128886574919713,0.0,-1.1468545500731642,1.0784740952502143,0.18041553083737033,-0.33163391344201043,-0.5476494683613309,-0.41080678709103746,0.6363416605935817,-0.8062342189173289,-0.14018726299247702,-0.7724180361880684,1
1.0469547096572793,-0.45128886574919713,0.0,-0.31825497920761797,0.19995432555051681,0.8932768965850293,-0.38165690597236956,0.45094796964506695,-0.17632149398958438,0.8255467632009399,0.013897167033787763,0.12743506210004557,0.03563642084156747,0
1.1602776470500271,-0.45128886574919713,0.0,1.0627443055682924,-0.6109870003261271,1.2497075794588588,-0.38165690597236956,0.7931247141367702,0.195620695067893,1.0336723760690338,1.2682157573119663,0.5077404714420513,1.1130423635477487,0
1.273600584442775,-0.45128886574919713,0.0,1.0627443055682924,-0.9488792194413954,-0.8888765177841181,-0.38165690597236956,0.8699399016757234,0.6079913829359654,1.241797988937128,0.9546361097424215,0.8950885735496497,1.1130423635477487,0
1.386923521835523,-0.45128886574919713,0.0,0.2341447347027462,0.9433172076041071,-0.17601515203645915,-0.38165690597236956,0.6045783447229746,0.785876777702585,1.4373099282980648,0.2068692578458152,1.0852412782206526,0.5743393921946581,0
1.5002464592282707,-0.45128886574919713,0.0,-0.04205512225243589,0.7405818761349461,-0.17601515203645915,-0.38165690597236956,0.6115615435901518,0.9718478722313237,1.6307195887411419,0.2068692578458152,1.289479368422841,0.6551448378976217,0
1.6135693966210185,-0.45128886574919713,0.0,-0.31825497920761797,1.146052539073268,-0.17601515203645915,-0.38165690597236956,0.5277631571840212,1.117390467949467,1.8199246913485,-0.010224344317715586,1.4585039947970655,0.49353394649169435,0
1.7268923340137663,-0.45128886574919713,0.0,0.7865444486131103,0.13237588172746317,0.5368462137111998,-0.38165690597236956,0.653460736793218,1.3923042598615152,2.023845746380875,0.49632739406385645,1.7261263198895884,1.1669126606830575,0
-1.6727957877686686,0.44758977668567884,0.0,1.0627443055682924,-1.1516145509105564,-0.5324458349102886,-0.38165690597236956,0.06687203195029846,-0.798920375672753,-0.8247421873187959,-0.6615051508083083,-0.8444565395517469,-0.8262883333233774,1
-1.5594728503759205,0.44758977668567884,0.0,0.7865444486131103,-0.4758301126800198,-1.2453072006579475,-0.18156493585093303,0.011006441012877793,-0.7180633780515623,-0.8289467451545149,-0.7338696848628186,-0.7881149974270053,-0.8397559076072046,1
-1.4461499129831727,0.44758977668567884,0.0,0.7865444486131103,0.0647974379044095,-0.5324458349102886,-0.2315879283812922,-0.08675834312760913,-0.7261490778136811,-0.8289467451545149,-0.7338696848628186,-0.7881149974270053,-0.8397559076072046,1
-1.332826975590425,0.44758977668567884,0.0,0.5103445916579282,0.47026810084273146,-0.8888765177841181,-0.38165690597236956,0.4998303617153104,-0.5240065837607045,-0.6229234112042804,-0.17907492377823966,-0.5979622927560024,-0.4222611048085595,0
-1.2195040381976772,0.44758977668567884,0.0,0.5103445916579282,0.19995432555051681,-0.8888765177841181,-0.38165690597236956,0.6255279413245072,-0.2895212906592514,-0.41479779833618635,0.11038321243980158,-0.3655534314914433,-0.12597447056435973,0
-1.1061811008049294,0.44758977668567884,0.0,-0.04205512225243589,0.8757387637810534,-0.5324458349102886,-0.38165690597236956,0.5975951458557973,-0.135892995178989,-0.21718358005738994,0.11038321243980158,-0.17540072682044053,-0.03170145057756885,0
-0.9928581634121815,0.44758977668567884,0.0,-0.04205512225243589,0.47026810084273146,0.18041553083737033,-0.38165690597236956,0.6045783447229746,0.06624949887398776,-0.017467082860734028,0.18274774649431183,0.035880056147340446,0.12990944082835834,0
-0.8795352260194337,0.44758977668567884,0.0,-0.04205512225243589,-0.13793789356475147,0.8932768965850293,-0.2315879283812922,-0.05184234879172108,-0.2733498911350132,-0.051103545546486634,-0.6132621281053015,-0.1824434195860332,-0.597339570498314,1
-0.7662122886266859,0.44758977668567884,0.0,0.7865444486131103,-0.20551633738780514,0.5368462137111998,-0.38165690597236956,0.6674271345275734,0.009649600539154323,0.15912434623946695,0.52044890541536,0.08517890550648928,0.3857933522210764,0
-0.652889351233938,0.44758977668567884,0.0,0.7865444486131103,-0.4758301126800198,-0.5324458349102886,-0.38165690597236956,0.7721751175352376,0.3169061914996791,0.36935223802542055,0.6410564621728772,0.36688661613019724,0.6147421150461398,0
-0.5395664138411902,0.44758977668567884,0.0,0.7865444486131103,0.0647974379044095,-0.8888765177841181,-0.38165690597236956,0.7721751175352376,0.5675628841253701,0.5795801298113742,0.5686919281183667,0.6204235556915345,0.6820799864652761,0
-0.4262434764484424,0.44758977668567884,0.0,0.7865444486131103,-0.7461438879722344,-0.8888765177841181,-0.2315879283812922,0.24145200362973868,0.07433519863610681,0.5396368303720428,-0.5408975940507912,0.2823743029430849,-0.38185838195707766,1
-0.31292053905569456,0.44758977668567884,0.0,0.7865444486131103,0.0647974379044095,-0.17601515203645915,-0.38165690597236956,0.6394943390588625,0.3492489905481553,0.7498647221579964,0.27923379190032566,0.5429539352700147,0.426196075072558,0
-0.19959760166294674,0.44758977668567884,0.0,0.2341447347027462,0.2675327693735705,-0.5324458349102886,-0.38165690597236956,0.6394943390588625,0.5675628841253701,0.9516834982725121,0.23099076919731876,0.7401493327066103,0.48006637220786713,0
-0.0862746642701989,0.44758977668567884,0.0,1.0627443055682924,-0.4758301126800198,-0.8888765177841181,-0.2315879283812922,0.318267191168693,0.07433519863610681,0.9054333620796022,-0.2514394578327499,0.37392930889579,-0.09903932199670518,0
0.027048273122548917,0.44758977668567884,0.0,1.0627443055682924,-0.07035944974169782,0.8932768965850293,-0.2315879283812922,0.1646368160907854,-0.241007092086537,0.861285504804552,-0.4685330599962809,0.06405082720971139,-0.38185838195707766,0
0.14037121051529675,0.44758977668567884,0.0,1.3389441625234746,-0.6785654441491807,0.8932768965850293,-0.38165690597236956,0.8001079130039475,0.10667799768458312,1.0778202333440843,1.1958512232574559,0.43731354378612425,1.0187693435609577,0
0.25369414790804456,0.44758977668567884,0.0,1.0627443055682924,-0.5434085565030734,0.8932768965850293,-0.38165690597236956,0.8070911118711256,0.430105988169346,1.292252682965757,1.1958512232574559,0.7612774110033885,1.2207829578183669,0
0.3670170853007924,0.44758977668567884,0.0,0.7865444486131103,-0.002781005918644156,1.2497075794588588,-0.38165690597236956,0.8070911118711256,0.6888483805571562,1.5024805747517103,1.1958512232574559,1.0288997360959111,1.3689262749404665,0
